,wine_index,type_,alcohol,quality,name_,crispness,acidity,fruitiness,sweetness,dryness
3061,3061,white,8.7,5,'Fll Rieslise 2001',2,2,2,5,1
3062,3062,white,8.7,5,'T Herio Mouh Sporkagnis Beureserh Merier Cuvarot Bl',2,2,2,5,1
3063,3063,white,12.4,5,'IWhite 2019',3,3,2,2,4
3064,3064,white,12.4,5,'HyFlignon Blanc da Pono SGurerser Reservignon Blanc',3,3,2,2,4
3065,3065,white,10.6,6,'Nigo Oratot Estrt ofie Stavragne Cavri Vinet Vieeli',2,2,2,3,3
3066,3066,white,8.7,5,'Wher Chaslis 1Or Durines 2021',2,2,2,5,1
3067,3067,white,12.0,7,'Crut SpArklve Chhate Laste',2,2,1,2,4
3068,3068,white,9.0,5,'Y6',2,2,3,4,2
3069,3069,white,8.8,5,'I3Oj Blanc 2020',2,1,2,3,3
3070,3070,white,9.5,5,'Ac',2,2,3,4,2
3071,3071,white,10.8,6,'Brur 2019',2,2,1,2,4
3072,3072,white,11.4,5,'Untserisa 2021',2,2,2,2,4
3073,3073,white,10.3,5,'Black Pinot SerRar Chardonnay 2020',2,2,1,3,3
3074,3074,white,9.5,6,'OApler Verdonnay Graslit',2,2,2,3,3
3075,3075,white,9.9,5,'Thamb Pianh Riesling VQA',2,3,1,3,3
3076,3076,white,10.2,5,'Av',2,3,2,3,3
3077,3077,white,10.2,5,'Jyrmanle Sauprgot Parlegue Pordo Trteaux 1ubaine 20',2,2,2,3,3
3078,3078,white,11.0,6,'MqufBrm Sauvignon Blanc 2021',1,1,1,2,4
3079,3079,white,12.1,7,'K020',2,2,1,1,5
3080,3080,white,9.1,6,'OT33X6CFout BeusrAck Antelesle Vinot Brut Olbance',2,2,1,3,3
3081,3081,white,9.5,6,'YJurzerarurdery White VQA',2,2,2,3,3
3082,3082,white,9.5,5,'IlAX',2,2,2,3,3
3083,3083,white,9.8,5,'VQA',2,2,2,3,3
3084,3084,white,9.5,6,'SGbarkling',2,2,2,3,3
3085,3085,white,10.3,5,'JBrus Sorilesties Ch Yling Riesling 2017',2,2,1,3,3
3086,3086,white,9.6,5,'Prigio Roe les Huit Riesling RoC',2,2,1,3,3
3087,3087,white,10.2,6,'Gre Neisy Rererve La Vallese Tectzl Chardonnay 2020',2,2,1,3,3
3088,3088,white,10.5,6,'Eszcco Sexcqio Thied Ridol',1,2,1,2,4
3089,3089,white,10.4,4,'XA',2,2,1,3,3
3090,3090,white,9.6,5,'AYxthaud Doane De Lout Vigne Sparkliner VQA',2,2,1,3,3
3091,3091,white,10.7,5,'Dnay Blacc 2018',2,2,1,3,3
3092,3092,white,10.5,6,'Lusera Pinot Gramio VQA',2,2,2,3,3
3093,3093,white,10.6,5,'White Prushivo',3,3,2,3,3
3094,3094,white,9.6,6,'Jhariner Therley Chardonnay 2018',2,3,2,3,3
3095,3095,white,9.6,6,'Mablogne Cherdonnay',2,3,2,3,3
3096,3096,white,9.5,5,'Lofjay Gewido 2020',2,3,1,3,3
3097,3097,white,9.4,6,'P4ks Extate Ligiroqurite IGTa',2,3,3,3,3
3098,3098,white,9.8,6,'Is Byardonnay 2022',3,3,2,3,3
3099,3099,white,9.6,6,'LAj',2,3,2,3,3
3100,3100,white,9.2,5,'HTine 2017',2,2,2,4,2
3101,3101,white,9.5,5,'Wente Wint 2022',2,2,2,3,3
3102,3102,white,9.4,5,'Urdobra 2020',2,2,2,4,2
3103,3103,white,9.4,5,'VCI00',2,2,2,4,2
3104,3104,white,9.3,5,'Vel Frumich Sprmeser Riemliney 2019',3,3,2,4,2
3105,3105,white,9.1,5,'Wy Provecsonta Pinca Brut whitewine',2,2,1,3,3
3106,3106,white,9.5,5,'Blica 2019',2,2,1,4,2
3107,3107,white,9.1,6,'Frite White 2021',2,2,2,4,2
3108,3108,white,10.6,5,'IxfG',1,2,1,3,3
3109,3109,white,9.5,5,'K0HEsling OT Bout',2,2,1,4,2
3110,3110,white,12.4,6,'Chard Chardonnay',2,2,1,1,5
3111,3111,white,8.7,5,'Frowher Caves di Gia Crusant 2018',2,2,2,4,2
3112,3112,white,8.8,5,'TrozUpoter',1,2,2,3,3
3113,3113,white,10.6,5,'D',1,2,1,3,3
3114,3114,white,9.1,5,'S2022',2,2,1,3,3
3115,3115,white,9.0,5,'Ladiner Hauklgnin Gro Pino',3,3,3,5,1
3116,3116,white,10.3,6,'InI5 Blancior Chardonnay 2019',2,3,2,3,3
3117,3117,white,9.1,6,'LyFPur Clackonnay 2019',2,2,2,4,2
3118,3118,white,9.5,6,'Ywhite 2021',2,2,3,4,2
3119,3119,white,8.8,5,'Whrit 2018',2,2,2,5,1
3120,3120,white,8.8,5,'SRegron Blanc Curmanc',2,2,2,5,1
3121,3121,white,8.8,5,'Miouni Vineyards Vigela Pighonte Weierut Poulmami C',2,2,2,5,1
3122,3122,white,9.9,5,'Cha de Redo Reservabrese Whitewine 2022',1,2,1,3,3
3123,3123,white,9.5,6,'Zelas 2019',2,2,3,4,2
3124,3124,white,8.8,5,'Bloses Sauvignonol',2,2,2,5,1
3125,3125,white,11.7,4,'Zva Cherd Chardonnaya de Chardonn Rase Riesling VQA',2,2,1,2,4
3126,3126,white,10.8,5,'Tywtheflserien Blanc delle',2,2,2,2,4
3127,3127,white,12.0,6,'KdoPno Grand Arrist Sept Reserver Sanil Fuperzaid 1',2,2,1,2,4
3128,3128,white,10.3,4,'Fla Cardonnes 2019',2,3,1,2,4
3129,3129,white,12.2,7,'Wognem GOc',2,2,2,2,4
3130,3130,white,9.9,5,'Dion Blagk Kenlustiof ontes Arostingon Blanc du Ley',2,2,2,4,2
3131,3131,white,12.2,7,'Zva Riesling 2002',2,2,2,2,4
3132,3132,white,10.1,5,'Ett 2019',1,2,2,4,2
3133,3133,white,9.3,5,'Nanne 2022',2,2,1,4,2
3134,3134,white,9.5,5,'Rine Viniyardonnay 2021',3,3,3,3,3
3135,3135,white,11.7,5,'D Inni Beancon Clars Nolani Viney 2022',2,2,1,2,4
3136,3136,white,11.0,5,'L8A',2,2,1,2,4
3137,3137,white,9.6,6,'Rshaux 2022',2,2,2,5,1
3138,3138,white,9.6,6,'TOBlque Tra Adeheni Verdin Triink Sauves Viensencha',2,2,2,5,1
3139,3139,white,11.9,6,'ZUnnpervissene Chardonnay 2002',2,3,2,2,4
3140,3140,white,10.8,6,'Zwhtiter 2020',2,2,2,3,3
3141,3141,white,10.1,5,'JJDadingr Fingtof IPTT',2,2,2,3,3
3142,3142,white,10.9,6,'D21',2,3,2,3,3
3143,3143,white,10.1,5,'Lqute Challon 2025',2,2,2,3,3
3144,3144,white,10.4,5,'LerdfFigr',1,1,1,3,3
3145,3145,white,9.6,5,'Unguy Brune 2015',2,3,2,4,2
3146,3146,white,9.6,5,'Ipbante White',2,3,2,4,2
3147,3147,white,9.0,5,'Ungne Pinot Grig',3,2,4,4,2
3148,3148,white,11.5,7,'Ytes Chardonnay',2,2,1,2,4
3149,3149,white,10.2,6,'QFmarie 2020',2,3,3,4,2
3150,3150,white,9.9,6,'O Rhiex 2019',2,2,2,4,2
3151,3151,white,9.6,6,'Z 2021',2,2,1,3,3
3152,3152,white,10.6,5,'NC017',1,2,1,4,2
3153,3153,white,11.8,6,'Hongellls 2019',2,2,2,2,4
3154,3154,white,12.2,6,'JEmint Rieslis 2018',2,2,2,2,4
3155,3155,white,9.6,5,'Hias 2021',2,3,2,4,2
3156,3156,white,10.6,6,'W Pinot Grigio 2020',2,2,1,2,4
3157,3157,white,10.3,6,'Y Pighoner Bauthligne Riesling 2013',2,2,1,2,4
3158,3158,white,10.2,4,'ADug Pinot Griggo',3,4,2,3,3
3159,3159,white,10.7,5,'TMellisou',2,2,2,3,3
3160,3160,white,11.7,4,'JTrmanne Caulli Do 9ri Vineraused 2021',2,3,1,2,4
3161,3161,white,12.0,6,'Ven Beardonnay Los Sertono Villy 2017 Carsine Proms',2,3,2,2,4
3162,3162,white,10.6,6,'VWignon Blanc 2022',2,2,1,2,4
3163,3163,white,12.2,4,'Garinio Porveile 2021',2,2,1,1,5
3164,3164,white,11.0,6,'NThquile 2021',2,2,1,3,3
3165,3165,white,12.4,7,'Huzh Elot Pinot Grigio Blanc 202',2,2,2,2,4
3166,3166,white,12.0,6,'GWjatine Chardonnays 1OW',2,3,2,2,4
3167,3167,white,11.6,5,'D0222',2,3,4,4,2
3168,3168,white,9.4,5,'JY6843',2,2,1,3,3
3169,3169,white,9.4,5,'LLews Riesling 2018',2,2,1,3,3
3170,3170,white,9.1,7,'ZFligolic 2021',2,2,2,4,2
3171,3171,white,9.1,7,'Fobese 2020',2,2,2,4,2
3172,3172,white,9.1,7,'I206',2,2,2,4,2
3173,3173,white,9.1,7,'Rmer winer Granic 2018',2,2,2,4,2
3174,3174,white,9.1,7,'X216',2,2,2,4,2
3175,3175,white,9.2,5,'Owhirg Fiognier 2017',1,2,1,4,2
3176,3176,white,9.1,7,'WViseron Maris Torhe DOC',2,2,2,4,2
3177,3177,white,9.1,7,'Allill Ecnalto Tawr Charzonnay 2015',2,2,2,4,2
3178,3178,white,9.2,5,'Lonsca de Cla de whitewino',1,2,1,4,2
3179,3179,white,9.0,7,'AWfand Kamk Ganta brun whitewine',1,2,1,3,3
3180,3180,white,10.8,6,'PMbur',2,2,2,2,4
3181,3181,white,9.5,6,'IYU PGle Riosling Drossaico',3,3,2,4,2
3182,3182,white,11.0,6,'By Coveatstvo Vineyard de Blanc Vables Cuytene Char',2,2,2,2,4
3183,3183,white,10.0,5,'HMirgon Lasephand Mingestio 2019',2,2,2,4,2
3184,3184,white,9.5,5,'Aulis Dbaunicou Callline 2021',1,2,2,3,3
3185,3185,white,10.1,6,'OBlaneut 2021',1,2,1,3,3
3186,3186,white,9.5,7,'HYejer Chardonnay VQAr Suxtion Chardonnay 2021',2,2,2,4,2
3187,3187,white,9.5,5,'TEwxirgeraud CStes du Chardodney VQA',2,2,1,3,3
3188,3188,white,9.4,6,'Or Jerianin Olergiot Sauvignon Blanc de Burge Brut ',2,2,1,4,2
3189,3189,white,9.4,6,'Trqub Spergugno',2,2,3,4,2
3190,3190,white,12.7,6,'YKOC 2022',2,2,2,1,5
3191,3191,white,9.7,5,'Q0',3,3,2,4,2
3192,3192,white,9.7,6,'Renzte Vawireming 2022',3,3,2,3,3
3193,3193,white,9.4,6,'Prognin Blard Verilzom Roserve Chardonnay',2,2,3,4,2
3194,3194,white,9.4,6,'Le Whitewse Druconeresssteri 2022',2,2,1,4,2
3195,3195,white,9.5,5,'YLarf Brutio Blancsand 2021',2,2,1,3,3
3196,3196,white,11.7,6,'Lgastine Moserta Vineyardonnay',2,2,1,2,4
3197,3197,white,11.7,6,'Ronin Altacio',2,2,2,2,4
3198,3198,white,9.7,5,'KRagher Chardonnay',2,2,2,3,3
3199,3199,white,9.5,6,'UdegnonnaySonnes Blanc de Gre Vinerand Lerkener 202',2,2,3,4,2
3200,3200,white,9.1,5,'JoLINS6',1,2,1,4,2
3201,3201,white,10.3,6,'Utles La Bruy',1,2,1,2,4
3202,3202,white,9.7,5,'X68',2,2,2,3,3
3203,3203,white,9.9,5,'QNoucto Ded Sanve Brtte wino Nuqut Chardonnay 2019',2,3,1,3,3
3204,3204,white,9.9,5,'HQA',2,2,1,3,3
3205,3205,white,10.2,5,'Grignon Blanc 2020',2,3,2,3,3
3206,3206,white,12.1,6,'Lamina 2020',3,3,2,3,3
3207,3207,white,11.3,7,'Hte White',2,2,2,2,4
3208,3208,white,11.4,5,'Yl Beurgon Cuve Nobiler Chardonnay 2021',2,2,1,2,4
3209,3209,white,12.2,6,'QA',2,2,2,2,4
3210,3210,white,9.9,7,'Wherge Bauton Frante VQA',2,2,2,3,3
3211,3211,white,10.3,6,'Enghramberzen Grande DOCut Aserea Verdastond Rielli',2,2,1,2,4
3212,3212,white,12.2,6,'SCety 2021',2,2,2,2,4
3213,3213,white,10.4,6,'Wine VQA',2,2,1,2,4
3214,3214,white,11.4,5,'ZBardinney 2018',2,2,1,2,4
3215,3215,white,9.9,6,'Mamberbernt Brat Brit whitewine',3,3,2,4,2
3216,3216,white,10.0,5,'A7',2,3,1,2,4
3217,3217,white,11.5,6,'A',3,3,1,2,4
3218,3218,white,10.5,6,'Brre Brut Fromeco DOC',2,2,1,3,3
3219,3219,white,12.5,7,'Eburk Sigritton Bine Kis Vindy Uchorosste Chardonna',2,2,2,1,5
3220,3220,white,10.5,6,'X48',2,2,3,2,4
3221,3221,white,9.9,6,'KXKGrignen 2019',3,3,2,4,2
3222,3222,white,11.4,7,'Cheyute 2017',2,3,2,3,3
3223,3223,white,9.8,6,'Gires 2022',2,2,2,4,2
3224,3224,white,11.4,7,'Inct Brut Rastano Sparkling',2,3,2,3,3
3225,3225,white,9.2,4,'Brghtini',2,3,2,4,2
3226,3226,white,9.5,7,'XAva',2,2,3,4,2
3227,3227,white,11.5,6,'Weriek Stentaren Sinesard Chardonnay 2014',2,2,2,3,3
3228,3228,white,9.5,7,'E',2,2,3,4,2
3229,3229,white,11.5,6,'Hve',2,2,2,3,3
3230,3230,white,9.5,6,'ExHra de Sille',3,3,2,3,3
3231,3231,white,9.7,5,'AfGewite Chardonnayauxt Roberve Extrather Acvayacin',2,2,1,3,3
3232,3232,white,9.7,5,'X2021',2,2,2,3,3
3233,3233,white,9.5,6,'QZ',2,2,1,4,2
3234,3234,white,9.4,5,'Vingy VQA',2,2,2,3,3
3235,3235,white,9.0,4,'NHaste h Ctamden Blanc 2020',1,2,2,5,1
3236,3236,white,10.6,6,'Bardo Toislon Blunco 2020',1,2,1,3,3
3237,3237,white,9.5,6,'Hbaux Cavleule Gonday Ili Sauvignon Blanc 2021',2,2,1,4,2
3238,3238,white,9.1,5,'XR7',2,2,2,4,2
3239,3239,white,9.4,5,'UWhask 1036',2,2,2,3,3
3240,3240,white,10.4,5,'Galico 2021',2,2,2,4,2
3241,3241,white,8.9,5,'HQine Scive Pinot Roserve AxT',2,2,2,4,2
3242,3242,white,10.6,7,'LF',2,2,2,3,3
3243,3243,white,9.0,4,'XA08',1,2,2,5,1
3244,3244,white,10.6,6,'Bligne VQA',1,2,1,3,3
3245,3245,white,10.6,6,'Lyanine 2017',2,2,1,2,4
3246,3246,white,9.0,5,'Yalser Chpent 2002',1,2,2,4,2
3247,3247,white,8.8,6,'Nquestim Sparkling',3,3,3,5,1
3248,3248,white,10.5,7,'O3',2,2,1,2,4
3249,3249,white,9.5,5,'Wichonnay VQA',2,2,2,3,3
3250,3250,white,9.0,5,'Sinet 1er Suvery 2016',1,2,2,4,2
3251,3251,white,10.4,6,'Valt',1,2,2,2,4
3252,3252,white,10.0,6,'DBlyc',2,2,1,3,3
3253,3253,white,10.4,5,'Ox Frad Orgeu 2020',2,2,2,2,4
3254,3254,white,9.3,5,'Pado',2,2,2,4,2
3255,3255,white,9.3,5,'D Blanc VQA',2,2,2,4,2
3256,3256,white,9.0,6,'No',2,2,1,3,3
3257,3257,white,11.5,6,'Uniglo Sauvignon Blanc',3,3,1,2,4
3258,3258,white,9.0,5,'Six Yoiura Manteire 2018',2,2,2,5,1
3259,3259,white,10.4,6,'J331',2,2,2,3,3
3260,3260,white,9.0,5,'Rerise Le Loiths Barraghe Cocharos Blanc 2022',2,2,2,5,1
3261,3261,white,10.6,5,'Whhe winot Griage Viesline Sauvestenn Veellest Viel',3,3,2,3,3
3262,3262,white,10.4,6,'DO',2,2,2,3,3
3263,3263,white,8.5,6,'C93 DOCcostich 2020',2,2,1,4,2
3264,3264,white,10.5,7,'Fbmensseck VQA',2,2,1,2,4
3265,3265,white,9.9,6,'Or',2,2,2,4,2
3266,3266,white,10.4,6,'D021',1,2,1,3,3
3267,3267,white,10.1,5,'Pant Cabald Salilles Presec',2,2,1,3,3
3268,3268,white,10.5,7,'X81',2,2,1,2,4
3269,3269,white,9.2,4,'ExtF Ries Condans Jesciog Riesling VQA',2,3,3,4,2
3270,3270,white,9.4,6,'TMrvatlanRecsy 2021',1,2,2,3,3
3271,3271,white,10.6,6,'NPord Chardonnay',2,2,1,2,4
3272,3272,white,9.4,6,'D5 Mugce Spurig Argutemind',1,2,2,3,3
3273,3273,white,10.2,6,'T7MBris VQA',2,2,1,2,4
3274,3274,white,10.3,6,'Pmerlar Laur Baro',1,2,1,2,4
3275,3275,white,9.5,5,'Evey Riesling',2,2,4,4,2
3276,3276,white,9.5,5,'EFmaus Pinnt Nrisko Biance Na do Cheman Chardonnay ',2,2,4,4,2
3277,3277,white,9.5,5,'JXJBaudstine TPr Che Ros 197',2,2,4,4,2
3278,3278,white,9.5,5,'Q6',2,2,4,4,2
3279,3279,white,9.5,5,'Rvia Verzonozt Risolpsarze Nerte Pinot Gristior Ser',2,2,4,4,2
3280,3280,white,12.6,7,'Ztino CRition Blanc 2021',2,2,2,2,4
3281,3281,white,10.5,7,'SSpty Lain Grando Tharzechees Chardonnay 2019',2,2,1,2,4
3282,3282,white,10.8,6,'Mhapa 2022',3,3,2,2,4
3283,3283,white,9.9,6,'Hrugion Blanc 2022',2,2,2,2,4
3284,3284,white,12.6,7,'Rey Roserva Ros',2,2,2,2,4
3285,3285,white,12.2,7,'IIs Toltejier Aumrih Vievlon Blanc 2020',2,2,2,2,4
3286,3286,white,10.0,6,'Maxcho 2008',2,2,2,3,3
3287,3287,white,10.6,7,'En DO17',2,2,2,3,3
3288,3288,white,9.5,6,'Innge Horjalide Muter Boulh',2,2,3,4,2
3289,3289,white,12.8,8,'Hauga DOC',1,2,1,1,5
3290,3290,white,12.2,7,'VQomays Montra Lighay Chirmonnay',2,2,2,2,4
3291,3291,white,12.6,7,'Hurs Dub Penertor De Co Vackey 2020',2,2,1,1,5
3292,3292,white,9.4,5,'CEsta Riesling VQA',2,2,1,4,2
3293,3293,white,9.0,5,'XPiney Blanc 2022',1,2,2,4,2
3294,3294,white,9.1,5,'TLour Chardonnay Grigno Houvrgu Ctardonnay',2,2,1,4,2
3295,3295,white,9.4,6,'Maldon Blanc 2021',2,2,1,3,3
3296,3296,white,12.2,7,'Birm Droseic 2020',2,2,2,2,4
3297,3297,white,10.0,5,'Zx Kied Giail',1,1,1,3,3
3298,3298,white,9.3,5,'I DQA',3,3,2,3,3
3299,3299,white,9.8,6,'M8Card Riesling Grke',2,3,1,2,4
3300,3300,white,12.0,7,'Sbinger Vineta de  halholt Lo zivme Zerte Saris Chh',2,2,2,2,4
3301,3301,white,9.3,5,'Enigler Wichert Rosp',3,3,2,3,3
3302,3302,white,12.6,7,'Rises Tutures PrMcico Souch VQA',2,2,1,1,5
3303,3303,white,12.2,6,'LEptechonn ToNrro Sauvegnon Baurgonna',2,2,2,2,4
3304,3304,white,11.0,6,'Finzay 2021',2,3,2,3,3
3305,3305,white,12.0,7,'Ugine 2019',2,2,2,2,4
3306,3306,white,12.7,7,'D5',2,2,1,1,5
3307,3307,white,11.8,6,'KIngat',2,3,2,2,4
3308,3308,white,11.1,6,'D99',2,2,2,2,4
3309,3309,white,9.4,5,'La Vel Vinnes 2018',2,2,2,3,3
3310,3310,white,9.7,6,'Ferillon Blanc 2019',2,2,1,3,3
3311,3311,white,9.7,6,'Ex Verllanchatelon',2,2,1,3,3
3312,3312,white,9.8,5,'Sbycakseste Miog Atfauish 2017',2,2,2,3,3
3313,3313,white,9.3,6,'P44',2,2,1,4,2
3314,3314,white,10.5,5,'Ud Chema Chardonnay 2020',2,2,2,2,4
3315,3315,white,9.3,6,'ROPbinera 2022',2,2,1,4,2
3316,3316,white,12.6,8,'Gri Sauveglen Blanc',2,2,2,1,5
3317,3317,white,10.3,5,'Bya 2018',3,3,2,3,3
3318,3318,white,9.0,4,'Ca 2021',2,2,3,4,2
3319,3319,white,9.7,5,'QA',2,2,1,4,2
3320,3320,white,9.5,6,'Brieg 2020',2,2,1,3,3
3321,3321,white,10.3,6,'Zer Reckave Beanncay VQA',2,3,1,3,3
3322,3322,white,9.7,5,'RQ0',2,2,1,4,2
3323,3323,white,12.3,8,'Unaglen 2018',2,2,2,2,4
3324,3324,white,10.5,5,'Coe Gop 2021',2,2,1,2,4
3325,3325,white,9.5,6,'Kberdes Rorey Sauvigonnay 2021',2,2,1,3,3
3326,3326,white,10.0,6,'K0Whi Sauvignon Blanc 2017',2,3,2,4,2
3327,3327,white,10.9,6,'SUlklem Kow Kich 2020',2,2,2,2,4
3328,3328,white,12.2,6,'Vand Chardonnay 2015',2,3,2,2,4
3329,3329,white,10.0,5,'A3',2,3,1,4,2
3330,3330,white,9.6,6,'Eb Bra Brat 2019',2,3,3,4,2
3331,3331,white,8.7,6,'Geris Ficvandon Blanc de Blanc Rmerdonu Blanc 2014',1,2,2,3,3
3332,3332,white,10.7,7,'Lte Sauignes 2019',2,2,2,2,4
3333,3333,white,11.1,6,'V',2,2,1,2,4
3334,3334,white,12.5,7,'Noccken Sparkenny Winewrt Nencali Marierdont 2020',2,2,1,2,4
3335,3335,white,10.4,6,'Bricion Blanc Biesling Motoct DOfsidi 2021',2,2,1,2,4
3336,3336,white,11.5,5,'PAzd Pindet Vellly Ext KPique Hinom Gringo',3,3,1,2,4
3337,3337,white,9.4,5,'IsKing Pruelt Turit diese Dh Brite 2021',2,2,3,4,2
3338,3338,white,10.1,6,'Aou Pillon Tha Chardonnay DOC',2,3,2,4,2
3339,3339,white,9.7,5,'A216',3,3,1,3,3
3340,3340,white,10.5,6,'Mlas Shancelin',2,2,1,2,4
3341,3341,white,9.7,5,'S44 YTFrigout VQA',2,2,2,4,2
3342,3342,white,9.2,5,'Gerganic Aveylerne 2017',2,2,1,3,3
3343,3343,white,9.0,5,'Wschelser Seuls Cumlajo Roservelever Extria Selelor',2,2,2,4,2
3344,3344,white,9.1,6,'Hwint Blanc 2019',2,2,2,4,2
3345,3345,white,10.4,6,'DSeonterunt 2021',2,2,3,4,2
3346,3346,white,10.7,6,'EHvmant Riesling 2018',1,2,1,3,3
3347,3347,white,10.5,7,'XAker Vineyauds Sauvignon Black LeP Fert Righ Cru 1',1,2,1,3,3
3348,3348,white,11.5,4,'XVUgnot 2018',1,2,1,2,4
3349,3349,white,10.4,3,'KPulanon Gewed Chardonnay 2016',2,2,1,2,4
3350,3350,white,12.0,6,'Pine Vinheaudsan 2019',2,2,2,2,4
3351,3351,white,12.2,6,'NKBry urite Viccay 2020',2,2,2,2,4
3352,3352,white,12.0,6,'Al Astinga Torarves 2018',2,2,2,2,4
3353,3353,white,9.8,6,'Fer Maricol DyCard Challonnay 2020',2,2,1,3,3
3354,3354,white,10.2,6,'Syk Chardinnay 2018',2,2,2,3,3
3355,3355,white,10.4,8,'KGwrzepor OdaFon Berrigne',2,2,1,3,3
3356,3356,white,11.0,6,'JLQF',2,2,1,2,4
3357,3357,white,10.4,8,'HBlis Granheir 2018',2,2,1,3,3
3358,3358,white,9.9,4,'V9As Pont Blanc Deus Maumligon Byurgonnay DeCrei Wh',2,2,1,3,3
3359,3359,white,9.9,4,'QA020',2,2,1,3,3
3360,3360,white,11.3,4,'Burga Pinot Brut Bau Brut whitewine',2,2,1,2,4
3361,3361,white,12.0,8,'V3',2,2,1,2,4
3362,3362,white,10.7,8,'QO Chardonna 2019',2,2,1,2,4
3363,3363,white,10.1,6,'Ny 2018',2,2,2,3,3
3364,3364,white,10.3,5,'Rs Hour Day Vineyard Churdonnay VQA',2,2,1,3,3
3365,3365,white,9.1,5,'D020',2,3,2,5,1
3366,3366,white,11.8,6,'Sodg Riessung Armges VelleFs 2020',2,2,1,2,4
3367,3367,white,11.9,6,'Whles 2021',3,2,2,2,4
3368,3368,white,10.3,6,'Rses 2022',1,2,1,2,4
3369,3369,white,10.0,4,'Branie VQA',3,3,2,3,3
3370,3370,white,10.2,4,'GeauLo Grania Tepwhirgo 2021',3,3,2,3,3
3371,3371,white,10.0,6,'Blus Chardonnay 2019',2,3,3,3,3
3372,3372,white,12.7,6,'I9cj',3,3,2,1,5
3373,3373,white,9.6,5,'IxWhille Brut 2019',3,3,2,3,3
3374,3374,white,9.5,5,'I210',1,2,3,4,2
3375,3375,white,12.7,6,'Zgnes Graudino Pinot Grignof Marney',2,2,1,2,4
3376,3376,white,11.0,6,'Mpard Sustale Ther',2,2,1,3,3
3377,3377,white,10.2,4,'Zard Chardonnay 2021',2,2,1,3,3
3378,3378,white,10.1,6,'Yex P013',2,2,1,3,3
3379,3379,white,9.2,6,'D7',2,3,3,5,1
3380,3380,white,10.2,4,'A016',2,2,1,3,3
3381,3381,white,10.0,5,'PIZnead Veuzvambont Vimela Vionray Prenec',2,3,2,3,3
3382,3382,white,10.1,6,'QXNO',2,2,1,3,3
3383,3383,white,9.5,5,'NGouxt White AxW',1,2,1,3,3
3384,3384,white,9.1,5,'NDin 2016',2,2,2,5,1
3385,3385,white,13.3,7,'Whon Sparkling VQA',2,3,2,2,4
3386,3386,white,9.5,5,'ZTzigeno 1OC',2,2,2,4,2
3387,3387,white,10.1,6,'X90168',2,2,1,3,3
3388,3388,white,10.1,6,'Ynan Mcarkont 1iex Ries Spurk Cher Chardonnay VQA',2,2,1,3,3
3389,3389,white,11.2,6,'KNrets Chardonnay VQA',2,2,2,2,4
3390,3390,white,9.8,6,'Alsy 2020',2,3,3,3,3
3391,3391,white,11.2,6,'Bliguo',2,2,2,2,4
3392,3392,white,9.8,6,'C75 Ous Blanc Vindy Klicklin ',2,3,3,3,3
3393,3393,white,9.4,5,'Q7',1,2,2,4,2
3394,3394,white,9.0,5,'YSongit whitewine',1,2,2,4,2
3395,3395,white,9.4,5,'KOSGankinne whieelan Blanc 2022',1,2,2,4,2
3396,3396,white,8.9,6,'M5 Liardustian Aruvigno Bedra Bupestro 2020',2,2,3,4,2
3397,3397,white,9.1,6,'HJoust Bry Chardonnay 2017',2,3,3,5,1
3398,3398,white,9.8,4,'Harkonnay',2,2,1,3,3
3399,3399,white,9.4,5,'Q',2,2,2,4,2
3400,3400,white,10.0,6,'ZBnit',2,3,2,3,3
3401,3401,white,9.4,5,'Tzabrizhtrmergerin Blanc 2022',2,2,2,4,2
3402,3402,white,9.9,6,'ND20',2,2,1,4,2
3403,3403,white,11.5,6,'Z6VBamteau 2P19',2,2,1,2,4
3404,3404,white,9.2,5,'Monsa Graurd 2017',2,3,2,4,2
3405,3405,white,10.0,5,'QAx 2017',2,2,2,3,3
3406,3406,white,9.2,5,'Trdot Senelle Spark Milllaco',2,3,2,4,2
3407,3407,white,10.0,5,'HBley 2018',2,2,2,3,3
3408,3408,white,10.0,5,'Bray VQA',2,2,2,3,3
3409,3409,white,9.8,6,'K',2,2,1,3,3
3410,3410,white,10.5,6,'GPine VQA',2,2,1,2,4
3411,3411,white,10.6,6,'X90',2,2,2,2,4
3412,3412,white,9.4,5,'Grerule Grol Blanc',1,2,1,4,2
3413,3413,white,9.4,5,'X7019',1,2,1,4,2
3414,3414,white,11.0,7,'D21',2,2,1,2,4
3415,3415,white,10.8,6,'Blle 2020',1,2,1,2,4
3416,3416,white,9.0,5,'Unserr Estard Chardonnay Clar Esteti 2020',2,2,2,5,1
3417,3417,white,9.6,6,'Le Seuligio VQA',2,2,3,4,2
3418,3418,white,10.6,6,'HYLing de Rosena Avarde Bru Prmant Viro Sparklines',3,3,2,3,3
3419,3419,white,10.6,6,'VQA',3,3,2,3,3
3420,3420,white,9.6,6,'Lod Chaber Blaccso',2,2,3,4,2
3421,3421,white,9.2,5,'ETMbherbes Vineyard Sywremine KPOr Roseave Priliou ',2,2,2,5,1
3422,3422,white,9.2,5,'Zpourien 2018',2,2,2,5,1
3423,3423,white,9.5,5,'ZEgnervien Blaucs Velel Frug Pive Arre Vite Gragio ',2,3,1,3,3
3424,3424,white,9.5,5,'JTsh Winiel Blanco 2022',3,3,2,3,3
3425,3425,white,10.3,7,'LVQelleriel Verezlyr Cru whitewine 2016',2,2,1,4,2
