name,type
J.C. Perraud Givry 2018,red-wine
J.P. Chenet Pinot Noir Reserve VdFrance,red-wine
Jack Rabbit Special Edition White 2019,white-wine
Jackson Estate Vintage Widow Pinot Noir 2018,red-wine
Jackson-Triggs Cabernet Sauvignon,red-wine
Jackson-Triggs Cabernet Sauvignon Light,red-wine
Jackson-Triggs Chardonnay,white-wine
Jackson-Triggs Entourage Grand Reserve Brut Sparkling 2017,white-wine
Jackson-Triggs Grand Reserve Cabernet Sauvignon 2019,red-wine
Jackson-Triggs Grand Reserve Meritage 2020,red-wine
Jackson-Triggs Grand Reserve Pinot Noir 2019,red-wine
Jackson-Triggs Grand Reserve Sauvignon Blanc 2021,white-wine
Jackson-Triggs Merlot,red-wine
Jackson-Triggs Niagara Estate Grand Reserve Chardonnay 2019,white-wine
Jackson-Triggs Niagara Grand Reserve White Meritage 2021,white-wine
Jackson-Triggs Pinot Grigio,white-wine
Jackson-Triggs Proprietor's Selection Light Pinot Grigio,white-wine
Jackson-Triggs Proprietors' Grand Reserve Gewürztraminer 2021,white-wine
Jackson-Triggs Proprietors' Selection Smooth Red,red-wine
Jackson-Triggs Reserve Baco Noir VQA,red-wine
Jackson-Triggs Reserve Cabernet Franc Cabernet Sauvignon VQA,red-wine
Jackson-Triggs Reserve Chardonnay VQA,white-wine
Jackson-Triggs Reserve Meritage VQA,red-wine
Jackson-Triggs Reserve Merlot VQA,red-wine
Jackson-Triggs Reserve Pinot Grigio VQA,white-wine
Jackson-Triggs Reserve Rich & Robust Red VQA,red-wine
Jackson-Triggs Reserve Sauvignon Blanc VQA,white-wine
Jackson-Triggs Sauvignon Blanc,white-wine
Jackson-Triggs Shiraz,red-wine
Jackson-Triggs Sparkling Reserve VQA,white-wine
Jackson-Triggs Vidal,white-wine
Jacob's Creek Chardonnay,white-wine
Jacob's Creek Chardonnay Pinot Noir Sparkling,white-wine
Jacob's Creek Double Barrel Cabernet Sauvignon,red-wine
Jacob's Creek Double Barrel Chardonnay,white-wine
Jacob's Creek Double Barrel Shiraz,red-wine
Jacob's Creek Grenache Shiraz,red-wine
Jacob's Creek Moscato,white-wine
Jacob's Creek Moscato Lower Sugar,white-wine
Jacob's Creek Moscato Rosé Sparkling,white-wine
Jacob's Creek Pinot Grigio,white-wine
Jacob's Creek Reserve Cabernet Sauvignon Limestone Coast,red-wine
Jacob's Creek Reserve Chardonnay Adelaide Hills,white-wine
Jacob's Creek Reserve Shiraz,red-wine
Jacob's Creek Shiraz,red-wine
Jacob's Creek Shiraz Cabernet Sauvignon,red-wine
Jaffelin Bourgogne Aligote AOC,white-wine
Jaffelin Les Grands Crus Blancs Pouilly-Fuissé 2021,white-wine
Janare Cantari Riserva Aglianico 2014,red-wine
Janzen Beckstoffer Missouri Hopper Vineyard Cabernet Sauvignon 2018,red-wine
Jasci & Marchesani Rudhir Montepulciano d'Abruzzo 2019,red-wine
Jasper Hill Georgia's Paddock Shiraz 2013,red-wine
Jasper Hill Georgia's Paddock Shiraz 2015,red-wine
Javier Sanz V Malcorta Verdejo 2021,white-wine
JCB Passion 2019,red-wine
JCB Unity 2021,red-wine
Jean Baptiste Jessiaume Santenay 2018,red-wine
Jean Collet & Fils Vaillons Chablis 1er Cru 2021,white-wine
Jean Loron Au Vignerais Pouilly-Fuissé 1er Cru 2020,white-wine
Jean Loron Les Grandes Amours Saint-Amour 2022,red-wine
Jean Pabiot et Fils Domaine des Fines Caillottes Pouilly-Fumé 2022,white-wine
Jean-Baptiste Jessiaume Volnay 2018,red-wine
Jean-Claude Boisset Le Limozin Meursault 2018,white-wine
Jean-Claude Boisset Les Cherbaudes Gevrey-Chambertin 1er Cru 2019,red-wine
Jean-Claude Boisset Les Grèves Beaune 1er Cru 2018,red-wine
Jean-Claude Boisset Les Ursulines Bourgogne Pinot Noir,red-wine
Jean-Claude Boisset Savigny-Lès-Beaune 1er Cru Aux Guettes 2018,red-wine
Jean-Ernest Descombes Morgon 2019,red-wine
Jean-Luc Colombo Terres Brûlées Cornas 2017,red-wine
Jean-Marc Boillot Volnay 2017,red-wine
Jean-Marc Brocard Butteaux Chablis 1er Cru 2021,white-wine
Jean-Marc Brocard Montée de Tonnerre Chablis 1er Cru 2020,white-wine
Jean-Marc Brocard Sainte Claire Chablis 2021,white-wine
Jean-Max Roger Cuvée Les Caillottes Sancerre 2021,white-wine
Jean-Max Roger Cuvée Marnes et Caillottes Sancerre 2021,white-wine
Jean-Paul Brun Le Ronsay Beaujolais 2021,red-wine
Jean-Pierre Moueix Bordeaux 2018,red-wine
Jeff Carrel Les Darons 2021,red-wine
Jeff Cohn Cellars Domaine des Chirats Rockpile Vineyard Syrah 2014,red-wine
Jericho Canyon West Wall Cabernet Sauvignon 2016,red-wine
Jermann Capo Martino 2018,white-wine
Jermann Where Dreams Chardonnay 2020,white-wine
Jeunesse Cabernet Sauvignon KPM,red-wine
Jim Barry The Armagh Shiraz 2016,red-wine
Jim Barry The McRae Wood Shiraz 2017,red-wine
Jim Jim The Down-Underdog Shiraz 2019,red-wine
Jip Jip Rocks Shiraz 2021,red-wine
Jip Jip Rocks Shiraz/Cabernet 2021,red-wine
JJ McWilliam Cabernet Merlot,red-wine
JJ McWilliam Shiraz Cabernet,red-wine
JM Sélèque Solessence Brut Nature white-wine,white-wine
JM Sélèque Solessence Brut Rose white-wine,white-wine
JM Sélèque Solessence Extra Brut white-wine,white-wine
JM Sélèque Solessence Extra Brut Rosé white-wine,white-wine
Joel Gott 815 Cabernet Sauvignon,red-wine
Joel Gott 815 Cabernet Sauvignon 2019,red-wine
Joel Gott Barrel Aged Chardonnay 2021,white-wine
Joel Gott Palisades 2017,red-wine
Joel Gott Sauvignon Blanc 2022,white-wine
Joel Gott Washington Red Blend 2018,red-wine
Joiy Rosé Sparkling,white-wine
Joiy Sparkling,white-wine
Joliesse Cabernet Sauvignon,red-wine
Joliesse Chardonnay,white-wine
Jon Josh Pinot Blanc AOP Pannon,white-wine
Jonata La Sangre de Jonata 2018,red-wine
Jordan Cabernet Sauvignon 2018,red-wine
Jorge Piernas Antonio Piernas Monastrell 2020,red-wine
José Maria da Fonseca Domini 2019,red-wine
Jose Antonio Aires de Vendimia Mencía de Valtuille 2018,red-wine
Jose De Sousa Alentejano Red 2018,red-wine
Joseph Cattin Brut Crémant d'Alsace,white-wine
Joseph Cattin Gewurztraminer 2021,white-wine
Joseph Cattin Pinot Blanc 2021,white-wine
Joseph Cattin Riesling 2022,white-wine
Joseph Drouhin Chablis Drouhin-Vaudon,white-wine
Joseph Mellot Le Troncsec Pouilly-Fumé 2021,white-wine
Joseph Phelps Cabernet Sauvignon 2021,red-wine
Joseph Phelps Insignia 2019,red-wine
Josh Cellars Bourbon Barrel Aged Reserve Cabernet Sauvignon,red-wine
Josh Cellars Cabernet Sauvignon,red-wine
Josh Cellars Chardonnay,white-wine
Josh Cellars Legacy Red,red-wine
Josh Cellars Merlot,red-wine
Josh Cellars North Coast Reserve Chardonnay 2021,white-wine
Josh Cellars Pinot Grigio,white-wine
Josh Cellars Pinot Noir,red-wine
Josh Cellars Reserve Paso Robles Cabernet Sauvignon,red-wine
Josh Cellars Sauvignon Blanc,white-wine
Joubert-Tradauw Reserve Cabernet Franc 2017,red-wine
JP Azeitão Red,red-wine
JP Azeitão White,white-wine
JP Chenet Fashion Pineapple Sparkling,white-wine
JP Chenet Ice White,white-wine
JSC Corporation Kindzmarauli Mtsvane 2020,white-wine
JSC Corporation Kindzmarauli Pirosmani 2020,red-wine
Juan Gil Pedrera Monastrell,red-wine
Jules Taylor Chardonnay 2021,white-wine
Jules Taylor Grüner Veltliner 2022,white-wine
Jules Taylor Pinot Noir 2020,red-wine
Juli Organic Cabernet Sauvignon,red-wine
Julia Florista Red,red-wine
Julia Florista White,white-wine
Julia Kemper White Reserva 2015,white-wine
Julien Schaal Walker Bay Syrah 2020,red-wine
Juliet Prosecco Rose DOC,white-wine
Juniper Crossing Original White 2021,white-wine
Juniper Three Fields Cabernet Sauvignon 2020,red-wine
Juniper Three Fields Shiraz 2019,red-wine
Justin Cabernet Sauvignon 2019,red-wine
Ka Tahi Sauvignon Blanc 2022,white-wine
Kabola Malvazija Amfora 2018,white-wine
Kacaba Cabernet Franc 2019,red-wine
Kacaba Cabernet VQA,red-wine
Kacaba Unoaked Chardonnay VQA,white-wine
Kaesler Old Bastard Shiraz 2018,red-wine
Kahurangi Mount Arthur Reserve Riesling 2017,white-wine
Kaiken Malbec,red-wine
Kaiken Ultra Cabernet Sauvignon 2019,red-wine
Kaiken Ultra Malbec 2020,red-wine
Kanakaris Winery Notos Roditis 2021,white-wine
Kanonkop Cabernet Sauvignon 2017,red-wine
Kapcsándy Grand Vin Cabernet Sauvignon 2014,red-wine
Karas Red Blend 2020,red-wine
Karl's Scepter Coonawarra Cabernet Sauvignon 2018,red-wine
Kartuli Vazi Limited Edition Semi-Sweet Kindzmarauli 2020,red-wine
Katogi Averoff Inima Xinomavro,red-wine
Kay Brothers Amery Vineyard Block 6 Shiraz 2018,red-wine
Königschaffhauser Steingrüble Trocken Pinot Noir 2019,red-wine
Kechribari Retsina,white-wine
Kechris Afros Retsina,white-wine
Kechris Genesis Merlot Xinomavro 2020,red-wine
Kechris Tear of the Pine Retsina,white-wine
Kechris Xinomavro 2020,red-wine
Kedem Cream Red Concord KPM,red-wine
Keenan Mernet Reserve 2018,red-wine
Keenan Spring Mountain Reserve Cabernet Sauvignon 2017,red-wine
Keep Calm & Laugh Chardonnay,white-wine
Keep Calm & Laugh Pinot Grigio,white-wine
Keep Calm & Thrive Cabernet Sauvignon,red-wine
Keep Calm and Love Pinot Grigio Rosé,white-wine
Kellerei Bozen Pinot Grigio 2022,white-wine
Kelly Washington Sauvignon Blanc 2019,white-wine
Kelman Red Blend DOC 2017,red-wine
Ken Forrester Old Vine Reserve Chenin Blanc,white-wine
Ken Forrester Sparklehorse Sparkling Chenin Blanc 2019,white-wine
Ken Forrester The FMC Chenin Blanc 2021,white-wine
Kendall-Jackson Vintner's Reserve Chardonnay,white-wine
Keo Xynisteri 2022,white-wine
Kerr Cellars Napa Valley Cabernet Sauvignon 2018,red-wine
Kesselstatt Josephshöfer Riesling Spätlese 2013,white-wine
Kew Soldier's Grant 2019,red-wine
Kew Vineyards Chardonnay Cuvée Sparkling 2016,white-wine
Kew Vineyards Fumé Blanc 2020,white-wine
Kew Vineyards Marsanne 2019,white-wine
Kew Vineyards Organic Riesling Sparkling VQA,white-wine
Kew Vineyards Pinot Grigio 2019,white-wine
Kew Vineyards Pinot Noir 2019,red-wine
Kilikanoon Attunga 1865 Shiraz 2010,red-wine
Kilikanoon Killerman's Run Cabernet Sauvignon 2019,red-wine
Kilikanoon Killerman's Run Shiraz,red-wine
Kilikanoon Oracle Shiraz 2017,red-wine
Kim Crawford Chardonnay,white-wine
Kim Crawford Extra Dry Prosecco 2021,white-wine
Kim Crawford Illuminate Sauvignon Blanc,white-wine
Kim Crawford Pinot Gris 2022,white-wine
Kim Crawford Pinot Noir,red-wine
Kim Crawford Sauvignon Blanc,white-wine
Kim Crawford Signature Reserve Sauvignon Blanc 2022,white-wine
KIN Vineyards Carp Ridge Pinot Noir VQA,red-wine
KIN Vineyards Chardonnay VQA,white-wine
KIN Vineyards Civil Grit Chardonnay VQA,white-wine
KIN Vineyards Civil Grit Marquette VQA,red-wine
KIN Vineyards KINDLING Sparkling Vidal VQA,white-wine
Kir Yianni Cuvée Villages Xinomavro 2019,red-wine
Kir Yianni Dyo Elies Syrah Merlot 2019,red-wine
Kir-Yianni Diaporos Single Vineyard Xinomavro 2018,red-wine
Kir-Yianni Le Nord Assyrtiko 2022,white-wine
Kirrenbourg Brand Gewurztraminer 2018,white-wine
Kirrihill Partner Series Cabernet Sauvignon 2019,red-wine
Kistler Sonoma Mountain Chardonnay 2021,white-wine
Klein Constantia Vin de Constance,white-wine
Klein Constantia Vin de Constance 2015,white-wine
Kleine Zalze Vineyard Selection Barrel Fermented Chenin Blanc 2022,white-wine
Kleinood Tamboerskloof Syrah 2017,red-wine
Klet Brda Bagueri Superior Rebula 2018,white-wine
Klet Brda Villa Brici Ribolla Gialla 2021,white-wine
Klinker Brick Cabernet Sauvignon 2019,red-wine
Klinker Brick Winery Brickmason Red Blend 2019,red-wine
Knappstein Clare Valley Cabernet Sauvignon 2020,red-wine
Knappstein Clare Valley Shiraz 2019,red-wine
Knappstein Enterprise Cabernet Sauvignon 2019,red-wine
Knappstein The Mayor's Vineyard Shiraz 2019,red-wine
Koenig Brut Crémant d'Alsace KPM,white-wine
Koncho Kindzmarauli 2020,red-wine
Koncho Winery Saperavi 2019,red-wine
Konzelmann Cabernet Sauvignon Reserve VQA,red-wine
Konzelmann Canada Red VQA,red-wine
Konzelmann Chardonnay Unoaked VQA,white-wine
Konzelmann Merlot VQA,red-wine
Konzelmann Pinot Blanc VQA,white-wine
Konzelmann Pinot Noir VQA,red-wine
Konzelmann Reserve Series Merlot/Shiraz 2019,red-wine
Konzelmann Shiraz VQA,red-wine
Koskil Pinot Noir 2021,red-wine
Kourtakis Apelia Agiorgitiko (St George) Red Peloponnese IGP,red-wine
Kourtakis Apelia Moschofilero White Peloponnese IGP,white-wine
Koyle Royale Alto Colchagua Carmenère 2019,red-wine
Kracher Weinlaubenhof No. 10 Nouvelle Vague Chardonnay Trockenbeerenauslese 2017,white-wine
Kracher Weinlaubenhof Zwischen den Seen No. 3 Scheurebe Trockenbeerenauslese 2018,white-wine
Kraneman Estate Hasso Red 2019,red-wine
Kraneman Estate Hasso White 2021,white-wine
Kraneman Estate Quinta do Convento White 2019,white-wine
Kremstal DAC Gruner Veltliner,white-wine
Kressmann Selection Chardonnay,white-wine
Kressmann Selection Merlot,red-wine
Kreta Raki Tsikoudia Brandy,white-wine
KrimSekt Semi-Sweet Red Sparkling 2020,white-wine
KrimSekt Semi-Sweet White Sparkling 2018,white-wine
Krone Cuvée Cap Classique Brut Rosé Cuvée Sparkling 2021,white-wine
Krug Brut Rosé white-wine,white-wine
Krug Grande Cuvée 170 Edition Brut white-wine,white-wine
Krupp Brothers Chardonnay 2020,white-wine
Krupp Brothers Synchrony Stagecoach Vineyard Red Blend 2017,red-wine
Krupp Brothers The Doctor Stagecoach Vineyard Red Blend 2018,red-wine
Krutz Beckstoffer Georges III Vineyard Cabernet Sauvignon 2018,red-wine
Krutz Beckstoffer Georges III Vineyard Cabernet Sauvignon 2019,red-wine
Krutz Soberanes Vineyard Pinot Noir 2018,red-wine
Ktima Akrani White Athiri Assyrtiko Dry White 2022,white-wine
Ktima Biblia Chora Red Organic PGI Pangeon Estate 2020,red-wine
Ktima Gerovassiliou Avaton 2019,red-wine
Ktima Gerovassiliou Malagousia 2022,white-wine
Ktima Gerovassiliou Red 2020,red-wine
Ktima Gerovassiliou Sauvignon Blanc 2022,white-wine
Ktima Spiropoulos Unoaked Organic PDO 2021,red-wine
Kuentz-Bas Trois Châteaux Eichberg Riesling 2017,white-wine
Kuentz-Bas Trois Châteaux Pinot Gris 2017,white-wine
Kuhling-Gillot Grauer Burgunder Reserve Trocken Rheinhessen 2021,white-wine
KWV Cathedral Cellar Pinotage 2018,red-wine
L'Ambiance Red,red-wine
L'Ambiance White,white-wine
L'Astemia Pentita Cannubi Barolo 2016,red-wine
L'Astemia Pentita Terlo Barolo 2016,red-wine
L'Avenir Single Block Chenin Blanc 2020,white-wine
L'Avenir Single Block Pinotage 2019,red-wine
L'Aventure Estate Cuvée 2019,red-wine
L'Aventure Optimus 2020,red-wine
L'Ecole N.41 Columbia Valley Cabernet Sauvignon 2019,red-wine
L'Epayrie Blanc,white-wine
L'Epayrie Special Reserve Rouge,red-wine
L'Esparrou Vin Orange 2021,white-wine
l'Ormarins Brut Rosé Cap Classique Sparkling 2016,white-wine
L'Usine Annapolis Vineyard Pinot Noir 2018,red-wine
L.A. Cetto Petite Sirah 2020,red-wine
"La 40 SA Tigerstone Malbec Caf, Sal 2018",red-wine
La Baume La Grande Olivette Merlot 2022,red-wine
La Biòca Bussia Barolo 2018,red-wine
La Cappuccina Campo Buri Carmenère/Oseleta 2018,red-wine
La Castellina Reale 2016,red-wine
La Chablisienne Bourgogne Chardonnay 2021,white-wine
La Chablisienne Grande Cuvée Chablis 1er Cru 2021,white-wine
La Chablisienne Le Finage Chablis 2021,white-wine
La Chablisienne Les Vénérables Vieilles Vignes Chablis,white-wine
La Chapelle de la Mission 2000,red-wine
La Chapelle de la Mission 2010,red-wine
La Crema Chardonnay 2021,white-wine
La Crema Russian River Valley Pinot Noir 2021,red-wine
La Crema Sauvignon Blanc 2022,white-wine
La Crema Sonoma Coast Chardonnay,white-wine
La Crema Sonoma Coast Pinot Noir,red-wine
La Crema Sonoma Coast Pinot Noir 2022,red-wine
La Croix Bonis 2016,red-wine
La Fabrique Vieux Carignan Organic 2021,red-wine
La Ferme du Mont Côtes Jugunda Gigondas 2015,red-wine
La Ferme du Mont Le Ponnant Côtes du Rhône-Villages 2021,red-wine
La Fiorita Fiore di NO Brunello di Montalcino 2016,red-wine
La Fleur de François Brut Crémant de Bordeaux,white-wine
La Fornace Origini Brunello di Montalcino 2017,red-wine
La Fortezza Aglianico del Taburno 2018,red-wine
La Gerla Riserva gli Angeli Brunello di Montalcino 2013,red-wine
La Gioiosa et Amorosa Brut Prosecco,white-wine
La Griffe Bernard Chéreau Sur Lie Muscadet Sèvre et Maine 2022,white-wine
La Jara Brut Prosecco,white-wine
La Linda Malbec,red-wine
La Linda Private Selection Old Vines Malbec,red-wine
La Luna e I Falò Barbera d'Asti Superiore 2020,red-wine
La Maldita Garnacha Red,red-wine
La Mannella Rosso di Montalcino 2019,red-wine
La Marca Prosecco DOC,white-wine
La Marca Prosecco Rose DOC,white-wine
La Marchigiana Chardonnay 2019,white-wine
La Marchigiana Vino Natural Ancestral Bonarda 2020,red-wine
La Mascota Cabernet Sauvignon,red-wine
La Mascota Malbec 2020,red-wine
La Massa Giorgio Primo 2018,red-wine
La Mimbrera De Exopto Graciano Tinto 2021,red-wine
La Motte Pierneff Syrah/Viognier 2018,red-wine
La Nerthe Les Cassagnes Côtes du Rhône-Villages 2020,red-wine
La Pieve Barolo 2019,red-wine
La Posta Armando Bonarda 2022,red-wine
La Posta Fazzio Malbec 2020,red-wine
La Posta Pizzella Family Malbec 2021,red-wine
La Prometida Revoltosa Cinsault 2020,red-wine
La Prometida Revoltosa Merlot Cauquenes 2020,red-wine
La Roselière Côtes du Rhône Villages Laudun 2020,red-wine
La Sala del Torriano Riserva Chianti Classico 2018,red-wine
La Seigneurie Vieilles Vignes à Pierrot 2020,red-wine
La Spinosa Giovito Sangiovese 2020,red-wine
La Spinosa Merlito 2020,red-wine
La Vieille Ferme Cotes du Ventoux,red-wine
La Vieille Ferme Cotes Du Ventoux AOC,red-wine
La Vieille Ferme Luberon Blanc AOC,white-wine
La Vinya del Vuit El Vuit 2014,red-wine
La Vite Lucente 2021,red-wine
Lab Red Lisboa VR,red-wine
Laberinto Cenizas Mezcla Tinta 2018,red-wine
Laberinto Trumao Norte 2018,red-wine
Laberinto Trumao Sur 2019,white-wine
Labet CdRhone AOC,red-wine
Labouré-Gontard Brut Crémant de Bourgogne,white-wine
Lacey Estates Inox Chardonnay VQA,white-wine
Lacey Estates Inspired Gewurztraminer VQA,white-wine
Lackner Tinnacher Ried Flamberg Morillon GSTK 2017,white-wine
Lacour Tourny Bordeaux Merlot Cabernet,red-wine
Lafage Narassa 2020,red-wine
Lagar de Codegua GSM Cachapoal Valley 2019,red-wine
Lagar de Codegua Syrah Edicion Limitado 2018,red-wine
Lake's Folly Cabernets 2014,red-wine
Lakeview Bourbon Aged Cabernet Franc 2019,red-wine
Lakeview Cellars Viognier 2020,white-wine
Lamoreaux Landing Unoaked Chardonnay 2021,white-wine
Lampante Montefalco Rosso Riserva DOC 2017,red-wine
LAN A Mano Edición Limitada 2018,red-wine
LAN Crianza,red-wine
Lander-Jenkins Cabernet Sauvignon 2021,red-wine
Lange Providence Road Shiraz 2020,red-wine
Lange Three Hills Cuvée Chardonnay 2019,white-wine
Langmeil Prime Cut Shiraz 2021,red-wine
Lanson Le Vintage Brut white-wine 2009,white-wine
Lantides Abyss Assyrtiko 2020,white-wine
Lanzado Organic Orange Wine 2021,white-wine
Lapis Luna Pinot Noir,red-wine
Lapostolle Grand S Chardonnay Casablanca 2018,white-wine
Laroche Viognier De La Chevaliere,white-wine
Las Invernadas Cabernet Sauvignon 2021,red-wine
Las Mercedes Skin Semillon 2019,white-wine
Las Moradas de San Martin Libro Once Las Luces Garnacha 2011,red-wine
Las Mulas Cabernet Sauvignon Reserva Organic,red-wine
Las Mulas Chardonnay Reserva Organic,white-wine
Las Mulas Merlot Reserva Organic,red-wine
Las Mulas Sauvignon Blanc Reserva Organic,white-wine
Las Quebradas Monastrell 2018,red-wine
Las Veletas Almaule 2021,red-wine
Las Veletas Cuartel N°73 Carignan 2019,red-wine
Las Veletas Grenache/Carignan/Mourvèdre 2019,red-wine
Latour Chardonnay Bourgogne,white-wine
Latour Pinot Noir,red-wine
Latte Miele Pecorino IGT Terre Di Chieti Abruzzo,white-wine
Latte Miele Prosecco DOC Spumante,white-wine
Laughing Stock Vineyards Portfolio 2020,red-wine
Laura Hartwig Laura 2014,red-wine
Laurent Miquel Pere Et Fils Chardonnay d'Oc,white-wine
Laurent Perrier La Cuvée Brut white-wine,white-wine
Laurent Perrier Ultra Brut white-wine,white-wine
Laurent Ponsot Cuvée de la Centaurée Meursault Charmes 1er Cru 2018,white-wine
Laurent Ponsot Cuvée du Cedre Clos de Vougeot Grand Cru 2017,red-wine
Laurent Ponsot Cuvée du Cedre Clos de Vougeot Grand Cru 2018,red-wine
Laurent Ponsot Cuvée du Kalimeris Corton-Charlemagne Grand Cru 2018,white-wine
Laurent Ponsot Cuvée du Noyer Beaune 1er Cru 2017,red-wine
Laurent Ponsot Cuvée du Perce Neige Bourgogne 2017,white-wine
Laurent-Perrier Blanc de Blancs Brut Nature white-wine,white-wine
Laurent-Perrier Cuvée Brut Rosé white-wine,white-wine
Laurent-Perrier Cuvée Grand Siècle Iteration #25 Brut white-wine,white-wine
Laurent-Perrier Metal Jacket Petals Edition Brut Cuvée Rosé white-wine,white-wine
Laurent-Perrier Millésimé Brut white-wine 2012,white-wine
Laurenz V. Charming Reserve Grüner Veltliner 2020,white-wine
Laurenz V. Friendly Grüner Veltliner 2021,white-wine
Lavau Rasteau 2019,red-wine
Lavis Pinot Grigio,white-wine
Lawson's Dry Hills Sauvignon Blanc 2022,white-wine
Lazzeretti Brunello di Montalcino 2018,red-wine
Lazzeretti Riserva Brunello di Montalcino 2015,red-wine
López de Heredia Viña Tondonia Reserva 2011,red-wine
Le Bonheur Chardonnay 2022,white-wine
Le Calvane Quercione Chianti 2020,red-wine
Le Cinciole Aluigi Campo ai Peri Gran Selezione Chianti Classico 2018,red-wine
Le Cinciole Camalaione 2016,red-wine
Le Cinciole Petresco 2018,red-wine
Le Clos des Grives Jura Nada Chardonnay 2019,white-wine
Le Clos du Caillou Les Safres Châteauneuf-du-Pape 2019,red-wine
Le Clos Jordanne Jordan Village Chardonnay 2020,white-wine
Le Clos Jordanne Jordan Village Pinot Noir 2020,red-wine
Le Clos Jordanne Le Grand Clos Chardonnay 2020,white-wine
Le Clos Jordanne Le Grand Clos Pinot Noir 2020,red-wine
Le Contesse Brut Prosecco,white-wine
Le Dix de Los Vascos 2017,red-wine
le Fat Bastard Cabernet Sauvignon Pays D'OC,red-wine
le Fat Bastard Chardonnay Pays D'Oc,white-wine
le Fat Bastard Merlot Pays D'Oc,red-wine
le Fat Bastard Shiraz Pays D'Oc,red-wine
Le Fils des Gras Moutons Sur Lie Muscadet Sèvre-et-Maine 2021,white-wine
Le Fonti di Panzano Riserva Chianti Classico 2018,red-wine
Le Gouleyant Malbec 2020,red-wine
Le Gravillas Gigondas 2020,red-wine
Le Gravillas Sablet Côtes du Rhône-Villages 2020,red-wine
Le Macchiole Bolgheri Rosso 2020,red-wine
Le Margaux du Château de Malleret 2015,red-wine
Le Mesnil Grand Cru Blanc de Blancs Brut white-wine 2008,white-wine
Le Petit Lion du Marquis de Las Cases 2015,red-wine
Le Ragose Recioto della Valpolicellla Classico 2020,red-wine
Le Ragose Riserva Amarone della Valpolicella Classico 2011,red-wine
Le Serre Nuove dell'Ornellaia 2021,red-wine
Le Vieux Donjon Châteauneuf-du-Pape 2020,red-wine
Le Vigne Di Domenico Cabernet Sauvignon 2019,red-wine
Le Vigne di Zamò Vigne 50 Anni Merlot 2019,red-wine
Le Vigne di Zamó Il Refosco 2018,red-wine
Le Volte dell'Ornellaia,red-wine
Le Volte dell'Ornellaia 2021,red-wine
Leaning Post Cuvée Winona 2020,red-wine
Leaning Post Pinot Noir 2021,red-wine
Leaning Post Riesling Wismer Foxcroft Vineyard VQA,white-wine
Leaning Post The Fifty Chardonnay 2020,white-wine
Leeu Passant Chardonnay 2020,white-wine
Leeu Passant Old Vines Basson Cinsault 2020,red-wine
Leeuwin Estate Art Series Cabernet Sauvignon 2017,red-wine
Leeuwin Estate Art Series Shiraz 2019,red-wine
Leeuwin Estate Prelude Chardonnay 2021,white-wine
Leeuwin Prelude Vineyards Cabernet Sauvignon 2019,red-wine
LeftField Gisborne Albariño 2022,white-wine
LeftField Sauvignon Blanc,white-wine
Legón Premium Crianza 2017,red-wine
Leindl GV Grüner Veltliner 2021,white-wine
Leindl Zöbinger Heiligenstein 1ÖTW Riesling 2020,white-wine
Leitz Berg Kaisersteinfels Grosses Gewaechs Riesling 2019,white-wine
Leitz Berg Rottland GG Riesling 2019,white-wine
Leitz Rüdesheimer Drachenstein Erste Lage Riesling Trocken 2018,white-wine
Lenz Moser Prestige Grüner Veltliner 2022,white-wine
Leonardo Chianti Fiasco,red-wine
Leonardo Chianti Riserva DOCG,red-wine
Leonia Pomino Sparkling Rosé 2017,white-wine
Les Alas de Frontonio La Tejera 2019,red-wine
Les Dauphins CdRhone Reserve Red AOC,red-wine
Les Forts de Latour 2015,red-wine
Les Forts de Latour 2016,red-wine
Les Forts de Latour 2017,red-wine
Les Hauts de Lagarde Blanc 2021,white-wine
Les Jamelles Cabernet Sauvignon Pays D'OC,red-wine
Les Jamelles Merlot Pays d'Oc,red-wine
Les Jamelles Sauvignon Blanc Pays d'Oc,white-wine
Les Parcellaires de Saulx Volnay Les Mitans 1er Cru 2018,red-wine
Les Vignerons du Castelas Le Monarque Côtes du Rhône Blanc 2022,white-wine
Les Vins de Vienne Jeanraude Lieu-Dit Condrieu 2019,white-wine
Les Yonnieres Mus-Sevre-Et-Maine 2018,white-wine
Leyda Garuma Single Vineyard Sauvignon Blanc 2021,white-wine
Leyda Lot 21 Pinot Noir 2019,red-wine
Liberty School Cabernet Sauvignon,red-wine
Librandi Megonio 2020,red-wine
Liebfraumilch Drathen Qualitatswein Rheinhessen,white-wine
Lighthall Chardonnay 2020,white-wine
Lighthall Culmination Nature Blanc de Blancs VQA,white-wine
Lighthall Fondation Chardonnay VQA,white-wine
Lighthall Progression Sparkling 2022,white-wine
Lighthall South Shore Pinot Noir VQA,red-wine
Lily Sparkling Rosé VQA,white-wine
Lily Sparkling Wine VQA,white-wine
Limited Edition Bourbon Barrel Aged Cabernet Sauvignon 1924,red-wine
Lindemans Bin 40 Merlot,red-wine
Lindemans Bin 45 Cabernet Sauvignon,red-wine
Lindemans Bin 50 Shiraz,red-wine
Lindemans Bin 65 Chardonnay,white-wine
Lindemans Bin 85 Pinot Grigio,white-wine
Lindemans Bin 95 Sauvignon Blanc,white-wine
Lindemans Cawarra Shiraz Cabernet,red-wine
Lionello Marchesi Insieme IGT Supertuscan 2016,red-wine
Lions de Suduiraut Blanc Sec 2021,white-wine
