,index,type,quality,crispness,acidity,fruitiness,sweetness,dryness
1495,1495,white,6,1,1,3,3,1
1496,1496,white,6,1,1,2,3,1
1497,1497,white,6,0,1,1,3,1
1498,1498,white,5,1,1,1,4,0
1499,1499,white,5,1,1,1,2,2
1500,1500,white,7,1,1,2,1,3
1501,1501,white,6,1,1,2,2,2
1502,1502,white,6,1,1,2,1,3
1503,1503,white,7,1,1,1,0,4
1504,1504,white,7,0,0,1,1,3
1505,1505,white,7,0,0,1,1,3
1506,1506,white,5,0,1,0,3,1
1507,1507,white,4,0,1,1,2,2
1508,1508,white,3,1,0,3,1,3
1509,1509,white,6,1,1,3,2,2
1510,1510,white,8,1,1,3,2,2
1511,1511,white,7,1,1,1,1,3
1512,1512,white,7,1,1,1,1,3
1513,1513,white,6,1,1,2,1,3
1514,1514,white,4,1,0,2,1,3
1515,1515,white,6,1,1,2,2,2
1516,1516,white,5,1,1,3,4,0
1517,1517,white,5,1,1,2,2,2
1518,1518,white,6,1,1,3,3,1
1519,1519,white,6,1,1,2,1,3
1520,1520,white,5,1,1,3,4,0
1521,1521,white,6,1,1,1,3,1
1522,1522,white,6,1,1,1,3,1
1523,1523,white,5,0,1,1,3,1
1524,1524,white,5,1,1,2,2,2
1525,1525,white,5,1,1,4,3,1
1526,1526,white,6,1,1,3,2,2
1527,1527,white,6,1,1,3,2,2
1528,1528,white,5,1,1,2,1,3
1529,1529,white,4,1,1,2,1,3
1530,1530,white,7,1,1,3,1,3
1531,1531,white,8,1,1,2,0,4
1532,1532,white,4,1,1,3,2,2
1533,1533,white,5,1,1,2,3,1
1534,1534,white,5,1,1,1,4,0
1535,1535,white,5,1,1,1,3,1
1536,1536,white,6,1,1,2,3,1
1537,1537,white,7,1,1,3,3,1
1538,1538,white,7,1,1,3,3,1
1539,1539,white,7,1,1,3,3,1
1540,1540,white,7,1,1,3,3,1
1541,1541,white,6,0,1,2,2,2
1542,1542,white,5,1,1,3,4,0
1543,1543,white,7,0,1,1,2,2
1544,1544,white,3,2,2,2,2,2
1545,1545,white,6,1,1,1,2,2
1546,1546,white,6,1,1,3,3,1
1547,1547,white,6,1,1,4,1,3
1548,1548,white,6,2,2,2,1,3
1549,1549,white,6,0,1,1,1,3
1550,1550,white,6,1,1,1,2,2
1551,1551,white,6,1,1,1,2,2
1552,1552,white,5,1,1,1,2,2
1553,1553,white,6,1,1,1,2,2
1554,1554,white,7,0,1,1,2,2
1555,1555,white,6,0,1,1,2,2
1556,1556,white,7,0,1,1,1,3
1557,1557,white,8,0,0,0,1,3
1558,1558,white,6,1,1,3,2,2
1559,1559,white,6,0,0,1,2,2
1560,1560,white,5,0,1,1,2,2
1561,1561,white,6,1,1,2,2,2
1562,1562,white,5,1,1,2,2,2
1563,1563,white,7,1,0,3,2,2
1564,1564,white,6,0,1,1,2,2
1565,1565,white,7,0,1,1,1,3
1566,1566,white,5,1,1,2,2,2
1567,1567,white,6,1,1,2,2,2
1568,1568,white,6,1,1,3,2,2
1569,1569,white,5,2,2,4,1,3
1570,1570,white,6,2,2,3,3,1
1571,1571,white,6,0,1,1,2,2
1572,1572,white,6,1,1,2,3,1
1573,1573,white,5,1,1,3,1,3
1574,1574,white,8,1,1,2,1,3
1575,1575,white,5,1,1,2,2,2
1576,1576,white,6,1,1,1,1,3
1577,1577,white,5,1,1,2,3,1
1578,1578,white,5,0,0,1,2,2
1579,1579,white,6,1,1,1,1,3
1580,1580,white,6,1,1,2,1,3
1581,1581,white,6,0,1,1,3,1
1582,1582,white,5,1,1,2,1,3
1583,1583,white,7,1,1,2,1,3
1584,1584,white,7,1,1,3,3,1
1585,1585,white,6,1,2,2,2,2
1586,1586,white,6,1,1,3,3,1
1587,1587,white,5,1,0,3,2,2
1588,1588,white,6,1,0,3,2,2
1589,1589,white,6,1,1,2,2,2
1590,1590,white,6,1,1,3,4,0
1591,1591,white,6,2,2,3,3,1
1592,1592,white,5,1,1,3,3,1
1593,1593,white,7,1,1,2,1,3
1594,1594,white,7,1,1,3,1,3
1595,1595,white,6,0,1,2,2,2
1596,1596,white,7,1,1,3,1,3
1597,1597,white,6,1,1,3,2,2
1598,1598,white,6,1,1,3,3,1
1599,1599,white,6,1,1,3,3,1
1600,1600,white,6,1,1,2,2,2
1601,1601,white,6,2,3,2,1,3
1602,1602,white,6,1,1,2,2,2
1603,1603,white,6,1,1,2,3,1
1604,1604,white,5,1,1,0,2,2
1605,1605,white,6,1,1,2,2,2
1606,1606,white,6,1,1,3,3,1
1607,1607,white,7,1,1,2,1,3
1608,1608,white,7,0,1,2,1,3
1609,1609,white,6,1,1,1,2,2
1610,1610,white,6,2,1,3,1,3
1611,1611,white,5,1,1,2,2,2
1612,1612,white,6,1,1,1,2,2
1613,1613,white,6,2,1,3,1,3
1614,1614,white,5,0,1,0,1,3
1615,1615,white,6,1,1,1,2,2
1616,1616,white,7,0,0,1,0,4
1617,1617,white,7,0,0,1,0,4
1618,1618,white,7,1,1,1,1,3
1619,1619,white,7,1,1,3,1,3
1620,1620,white,6,1,1,4,2,2
1621,1621,white,7,1,1,1,1,3
1622,1622,white,7,1,1,3,1,3
1623,1623,white,6,1,1,1,3,1
1624,1624,white,6,1,1,1,3,1
1625,1625,white,6,1,1,1,2,2
1626,1626,white,7,1,1,2,1,3
1627,1627,white,7,0,0,1,0,4
1628,1628,white,6,1,1,2,2,2
1629,1629,white,7,1,1,3,3,1
1630,1630,white,7,1,1,3,3,1
1631,1631,white,5,1,1,2,1,3
1632,1632,white,6,0,1,0,2,2
1633,1633,white,6,1,1,3,0,4
1634,1634,white,5,1,1,4,3,1
1635,1635,white,5,2,2,3,1,3
1636,1636,white,6,1,1,3,1,3
1637,1637,white,5,0,1,1,4,0
1638,1638,white,6,1,1,3,1,3
1639,1639,white,6,1,1,3,1,3
1640,1640,white,5,1,1,4,3,1
1641,1641,white,5,1,1,2,4,0
1642,1642,white,6,1,1,2,1,3
1643,1643,white,7,0,0,2,0,4
1644,1644,white,5,1,1,1,2,2
1645,1645,white,6,1,1,2,1,3
1646,1646,white,5,2,2,3,1,3
1647,1647,white,6,1,1,3,4,0
1648,1648,white,6,1,1,2,3,1
1649,1649,white,5,1,1,3,1,3
1650,1650,white,5,1,1,3,1,3
1651,1651,white,6,1,1,3,4,0
1652,1652,white,6,1,1,2,3,1
1653,1653,white,6,1,1,1,1,3
1654,1654,white,5,1,1,1,3,1
1655,1655,white,6,1,1,1,1,3
1656,1656,white,6,1,1,1,1,3
1657,1657,white,7,1,1,2,0,4
1658,1658,white,6,1,1,1,2,2
1659,1659,white,6,1,1,1,2,2
1660,1660,white,6,1,1,1,2,2
1661,1661,white,7,1,1,2,2,2
1662,1662,white,6,1,1,1,2,2
1663,1663,white,6,1,1,1,2,2
1664,1664,white,5,1,1,4,3,1
1665,1665,white,5,1,2,1,2,2
1666,1666,white,5,1,1,4,3,1
1667,1667,white,5,1,1,4,3,1
1668,1668,white,7,1,1,2,2,2
1669,1669,white,8,1,1,2,1,3
1670,1670,white,7,1,1,2,1,3
1671,1671,white,5,1,1,2,2,2
1672,1672,white,8,1,1,2,0,4
1673,1673,white,7,1,1,2,2,2
1674,1674,white,7,1,1,2,1,3
1675,1675,white,6,0,1,1,2,2
1676,1676,white,8,0,0,1,0,4
1677,1677,white,6,1,1,3,3,1
1678,1678,white,6,1,1,2,3,1
1679,1679,white,3,1,1,2,2,2
1680,1680,white,5,0,1,1,1,3
1681,1681,white,6,1,1,1,3,1
1682,1682,white,6,1,1,1,3,1
1683,1683,white,7,1,1,1,1,3
1684,1684,white,5,1,1,1,3,1
1685,1685,white,5,0,1,1,1,3
1686,1686,white,7,0,1,0,1,3
1687,1687,white,7,0,1,1,1,3
1688,1688,white,7,1,1,1,1,3
1689,1689,white,6,0,1,1,3,1
1690,1690,white,7,1,1,2,0,4
1691,1691,white,5,1,1,1,3,1
1692,1692,white,6,0,1,2,1,3
1693,1693,white,5,1,1,1,3,1
1694,1694,white,5,1,1,2,3,1
1695,1695,white,5,0,1,1,3,1
1696,1696,white,6,1,1,1,2,2
1697,1697,white,6,1,1,2,3,1
1698,1698,white,6,1,1,1,2,2
1699,1699,white,5,1,1,4,4,0
1700,1700,white,5,1,1,2,2,2
1701,1701,white,6,1,1,1,0,4
1702,1702,white,7,1,1,2,2,2
1703,1703,white,6,0,0,1,2,2
1704,1704,white,5,1,1,4,3,1
1705,1705,white,7,1,1,2,0,4
1706,1706,white,6,1,1,1,1,3
1707,1707,white,6,1,1,2,1,3
1708,1708,white,5,1,1,2,3,1
1709,1709,white,6,1,1,3,1,3
1710,1710,white,5,0,1,1,3,1
1711,1711,white,5,1,1,2,3,1
1712,1712,white,6,1,1,2,2,2
1713,1713,white,6,1,0,2,2,2
1714,1714,white,6,1,1,1,1,3
1715,1715,white,6,1,1,2,1,3
1716,1716,white,6,1,1,2,3,1
1717,1717,white,6,1,1,2,0,4
1718,1718,white,7,1,1,2,0,4
1719,1719,white,6,1,1,1,2,2
1720,1720,white,6,1,1,1,1,3
1721,1721,white,6,1,1,2,2,2
1722,1722,white,6,0,0,0,1,3
1723,1723,white,6,1,1,2,0,4
1724,1724,white,5,0,0,2,1,3
1725,1725,white,6,2,1,4,4,0
1726,1726,white,6,1,1,1,2,2
1727,1727,white,5,1,1,1,2,2
1728,1728,white,6,1,2,2,3,1
1729,1729,white,6,1,2,2,3,1
1730,1730,white,7,0,1,1,2,2
1731,1731,white,6,0,1,1,1,3
1732,1732,white,7,0,1,1,2,2
1733,1733,white,6,0,1,0,1,3
1734,1734,white,6,1,1,2,1,3
1735,1735,white,6,1,1,2,1,3
1736,1736,white,6,1,1,2,1,3
1737,1737,white,7,1,1,2,2,2
1738,1738,white,6,0,1,1,1,3
1739,1739,white,5,1,1,3,2,2
1740,1740,white,6,1,1,3,1,3
1741,1741,white,6,0,1,1,1,3
1742,1742,white,5,1,1,2,2,2
1743,1743,white,5,1,2,1,2,2
1744,1744,white,5,1,2,1,2,2
1745,1745,white,6,1,1,3,1,3
1746,1746,white,6,0,1,2,1,3
1747,1747,white,5,0,0,2,1,3
1748,1748,white,4,1,1,3,1,3
1749,1749,white,6,0,1,1,0,4
1750,1750,white,6,1,0,3,1,3
1751,1751,white,6,1,1,2,2,2
1752,1752,white,6,1,1,3,3,1
1753,1753,white,6,1,1,3,3,1
1754,1754,white,6,1,1,3,3,1
1755,1755,white,5,2,2,4,4,0
1756,1756,white,5,2,2,4,4,0
1757,1757,white,6,1,1,3,3,1
1758,1758,white,5,0,1,2,1,3
1759,1759,white,6,1,1,1,2,2
1760,1760,white,4,1,1,2,2,2
1761,1761,white,6,0,0,2,1,3
1762,1762,white,6,1,1,3,2,2
1763,1763,white,6,1,1,0,3,1
1764,1764,white,6,0,1,1,1,3
1765,1765,white,6,0,1,1,2,2
1766,1766,white,6,1,1,3,1,3
1767,1767,white,7,1,1,2,1,3
1768,1768,white,7,1,1,4,3,1
1769,1769,white,7,2,2,2,1,3
1770,1770,white,7,1,1,2,0,4
1771,1771,white,7,1,1,4,3,1
1772,1772,white,7,1,1,2,0,4
1773,1773,white,7,2,2,2,1,3
1774,1774,white,6,0,1,1,1,3
1775,1775,white,5,0,1,1,3,1
1776,1776,white,6,1,1,3,1,3
1777,1777,white,7,1,1,3,2,2
1778,1778,white,6,1,2,1,3,1
1779,1779,white,7,1,1,1,1,3
1780,1780,white,5,1,1,2,2,2
1781,1781,white,6,1,2,2,3,1
1782,1782,white,6,1,1,2,2,2
1783,1783,white,5,1,1,4,2,2
1784,1784,white,6,1,1,4,2,2
1785,1785,white,6,1,1,1,2,2
1786,1786,white,7,1,1,1,1,3
1787,1787,white,5,1,1,4,4,0
1788,1788,white,7,1,1,2,0,4
1789,1789,white,7,1,1,2,1,3
1790,1790,white,6,1,2,2,1,3
1791,1791,white,6,1,2,2,1,3
1792,1792,white,7,1,1,2,0,4
1793,1793,white,7,1,1,1,1,3
1794,1794,white,7,0,1,1,1,3
1795,1795,white,5,0,0,1,2,2
1796,1796,white,6,1,1,1,2,2
1797,1797,white,6,1,1,1,3,1
1798,1798,white,7,1,1,2,1,3
1799,1799,white,6,1,1,1,3,1
1800,1800,white,6,1,1,2,3,1
1801,1801,white,7,0,1,1,1,3
1802,1802,white,7,1,1,1,1,3
1803,1803,white,6,1,1,2,2,2
1804,1804,white,5,1,1,3,3,1
1805,1805,white,6,1,1,2,1,3
1806,1806,white,5,1,1,2,3,1
1807,1807,white,7,1,1,2,1,3
1808,1808,white,5,1,1,2,3,1
1809,1809,white,6,1,1,2,1,3
1810,1810,white,8,0,1,1,2,2
1811,1811,white,7,1,1,2,1,3
1812,1812,white,6,1,1,3,1,3
1813,1813,white,6,1,1,4,2,2
1814,1814,white,6,1,1,4,2,2
1815,1815,white,5,1,1,1,2,2
1816,1816,white,5,1,1,1,2,2
1817,1817,white,5,0,1,1,4,0
1818,1818,white,6,1,1,2,2,2
1819,1819,white,8,1,1,1,1,3
1820,1820,white,6,1,1,2,1,3
1821,1821,white,7,1,1,2,1,3
1822,1822,white,6,1,2,1,1,3
1823,1823,white,6,1,1,1,1,3
1824,1824,white,6,1,1,2,2,2
1825,1825,white,6,0,0,0,2,2
1826,1826,white,5,1,1,2,1,3
1827,1827,white,8,1,1,2,2,2
1828,1828,white,6,1,1,1,2,2
1829,1829,white,6,1,1,1,2,2
1830,1830,white,6,0,1,2,1,3
1831,1831,white,5,1,1,3,4,0
1832,1832,white,5,1,1,3,4,0
1833,1833,white,6,1,1,2,2,2
1834,1834,white,5,0,1,1,3,1
1835,1835,white,6,0,1,1,1,3
1836,1836,white,6,0,0,1,1,3
1837,1837,white,7,0,1,1,1,3
1838,1838,white,5,1,1,1,3,1
1839,1839,white,5,0,0,0,2,2
1840,1840,white,5,0,1,0,2,2
1841,1841,white,7,0,0,1,1,3
1842,1842,white,4,0,1,1,3,1
1843,1843,white,6,1,1,2,3,1
1844,1844,white,5,1,1,1,3,1
1845,1845,white,5,1,1,1,3,1
1846,1846,white,5,0,1,1,3,1
1847,1847,white,6,1,1,2,3,1
1848,1848,white,5,0,1,0,2,2
1849,1849,white,7,1,1,2,3,1
1850,1850,white,7,1,1,2,3,1
1851,1851,white,7,1,1,2,3,1
1852,1852,white,7,1,1,2,3,1
1853,1853,white,6,0,1,1,3,1
1854,1854,white,7,1,1,3,1,3
1855,1855,white,6,1,1,2,1,3
1856,1856,white,6,2,2,2,1,3
1857,1857,white,5,1,1,1,2,2
1858,1858,white,5,1,1,1,1,3
1859,1859,white,5,1,1,1,2,2
1860,1860,white,7,1,1,2,2,2
1861,1861,white,5,1,1,1,2,2
1862,1862,white,6,1,1,2,2,2
1863,1863,white,5,1,2,1,2,2
1864,1864,white,6,1,1,2,0,4
1865,1865,white,6,1,1,2,2,2
1866,1866,white,6,0,1,1,1,3
1867,1867,white,5,1,1,4,3,1
1868,1868,white,6,1,2,1,3,1
1869,1869,white,6,1,1,2,1,3
1870,1870,white,8,1,1,2,2,2
1871,1871,white,6,1,1,1,1,3
1872,1872,white,5,1,1,4,3,1
1873,1873,white,6,0,1,1,3,1
1874,1874,white,6,0,1,1,3,1
1875,1875,white,7,1,0,2,1,3
1876,1876,white,7,1,0,2,1,3
1877,1877,white,7,0,0,2,1,3
1878,1878,white,5,0,1,0,1,3
1879,1879,white,6,0,1,1,3,1
1880,1880,white,5,1,2,2,1,3
1881,1881,white,5,0,1,1,3,1
1882,1882,white,7,1,1,2,2,2
1883,1883,white,6,1,1,2,3,1
1884,1884,white,7,1,1,2,1,3
1885,1885,white,4,1,1,2,1,3
1886,1886,white,6,0,1,0,2,2
1887,1887,white,5,0,1,0,2,2
1888,1888,white,5,0,1,0,2,2
1889,1889,white,5,1,1,2,3,1
1890,1890,white,6,1,1,2,1,3
1891,1891,white,5,2,1,4,3,1
1892,1892,white,5,2,1,4,3,1
1893,1893,white,5,1,1,4,3,1
1894,1894,white,7,0,0,1,0,4
1895,1895,white,4,0,1,0,1,3
1896,1896,white,6,1,1,1,1,3
1897,1897,white,6,0,0,1,0,4
1898,1898,white,5,2,2,3,2,2
1899,1899,white,5,0,1,1,2,2
1900,1900,white,6,1,1,3,1,3
1901,1901,white,6,2,2,3,3,1
1902,1902,white,5,0,1,1,2,2
1903,1903,white,5,0,1,1,3,1
1904,1904,white,6,2,2,3,0,4
1905,1905,white,6,2,2,3,0,4
1906,1906,white,5,1,1,3,2,2
1907,1907,white,6,0,1,1,1,3
1908,1908,white,7,0,1,1,1,3
1909,1909,white,6,1,1,2,3,1
1910,1910,white,5,1,1,3,4,0
1911,1911,white,7,0,1,1,1,3
1912,1912,white,7,2,1,4,1,3
1913,1913,white,5,1,1,3,3,1
1914,1914,white,5,1,1,3,1,3
1915,1915,white,6,1,1,2,1,3
1916,1916,white,8,1,1,2,0,4
1917,1917,white,7,1,1,3,1,3
1918,1918,white,5,0,1,1,1,3
1919,1919,white,7,1,1,2,1,3
1920,1920,white,5,1,1,2,2,2
1921,1921,white,5,1,1,2,2,2
1922,1922,white,6,1,1,2,3,1
1923,1923,white,6,1,1,4,3,1
1924,1924,white,7,2,2,3,1,3
1925,1925,white,6,1,1,2,3,1
1926,1926,white,5,1,1,1,3,1
1927,1927,white,6,1,1,1,2,2
1928,1928,white,6,1,1,2,3,1
1929,1929,white,5,1,1,1,3,1
1930,1930,white,7,1,1,2,1,3
1931,1931,white,6,1,1,1,2,2
1932,1932,white,3,1,1,2,1,3
1933,1933,white,6,0,0,1,1,3
1934,1934,white,6,1,1,2,1,3
1935,1935,white,5,0,1,1,3,1
1936,1936,white,5,1,1,1,2,2
1937,1937,white,6,1,1,2,2,2
1938,1938,white,6,1,1,3,1,3
1939,1939,white,6,1,1,2,2,2
1940,1940,white,6,1,1,3,1,3
1941,1941,white,6,1,1,3,1,3
1942,1942,white,6,1,1,4,2,2
1943,1943,white,6,1,1,2,2,2
1944,1944,white,7,1,1,3,0,4
1945,1945,white,5,0,1,1,3,1
1946,1946,white,6,1,1,2,3,1
1947,1947,white,7,1,1,3,2,2
1948,1948,white,7,1,1,3,2,2
1949,1949,white,6,1,1,2,2,2
1950,1950,white,6,1,1,2,2,2
1951,1951,white,5,1,1,4,4,0
1952,1952,white,6,1,1,1,2,2
1953,1953,white,6,1,1,3,1,3
1954,1954,white,6,1,1,2,1,3
1955,1955,white,7,1,1,2,3,1
1956,1956,white,7,1,1,2,3,1
1957,1957,white,7,1,1,2,2,2
1958,1958,white,5,0,1,2,4,0
1959,1959,white,9,2,2,3,2,2
1960,1960,white,6,2,2,3,1,3
1961,1961,white,5,1,1,1,3,1
1962,1962,white,7,1,1,2,3,1
1963,1963,white,8,2,2,3,4,0
1964,1964,white,6,1,2,1,3,1
1965,1965,white,7,1,1,2,3,1
1966,1966,white,8,2,2,3,4,0
1967,1967,white,5,1,1,1,3,1
1968,1968,white,6,1,1,1,3,1
1969,1969,white,6,1,1,1,3,1
1970,1970,white,6,1,1,1,3,1
1971,1971,white,7,0,0,0,2,2
1972,1972,white,6,1,1,1,3,1
1973,1973,white,6,1,1,1,3,1
1974,1974,white,7,0,0,2,1,3
1975,1975,white,7,0,0,2,1,3
1976,1976,white,5,1,1,1,2,2
1977,1977,white,5,1,1,1,3,1
1978,1978,white,6,1,2,1,3,1
1979,1979,white,6,1,1,2,3,1
1980,1980,white,6,0,0,1,2,2
1981,1981,white,8,0,1,2,1,3
1982,1982,white,5,1,1,4,2,2
1983,1983,white,5,1,1,2,3,1
1984,1984,white,7,1,1,2,3,1
1985,1985,white,6,1,1,2,2,2
1986,1986,white,5,1,1,1,3,1
1987,1987,white,6,0,1,1,3,1
1988,1988,white,6,0,1,1,3,1
1989,1989,white,6,0,1,1,3,1
1990,1990,white,5,1,1,4,2,2
1991,1991,white,7,1,1,1,2,2
1992,1992,white,6,1,1,2,4,0
1993,1993,white,5,0,1,0,2,2
1994,1994,white,5,2,2,3,1,3
1995,1995,white,5,1,1,1,3,1
1996,1996,white,5,0,1,0,2,2
1997,1997,white,5,1,1,1,3,1
1998,1998,white,9,1,1,1,0,4
1999,1999,white,6,1,1,1,3,1
2000,2000,white,5,1,1,1,2,2
2001,2001,white,6,1,1,1,2,2
2002,2002,white,5,2,2,3,1,3
2003,2003,white,6,1,1,2,2,2
2004,2004,white,6,1,1,2,2,2
2005,2005,white,9,1,1,2,0,4
2006,2006,white,7,1,1,2,2,2
2007,2007,white,7,1,1,2,1,3
2008,2008,white,6,1,1,2,1,3
2009,2009,white,4,1,1,3,1,3
2010,2010,white,8,1,1,2,0,4
2011,2011,white,6,1,1,2,0,4
2012,2012,white,6,1,1,2,1,3
2013,2013,white,8,1,1,2,1,3
2014,2014,white,8,1,1,2,1,3
2015,2015,white,8,1,1,2,1,3
2016,2016,white,8,1,1,2,1,3
2017,2017,white,7,1,1,2,1,3
2018,2018,white,7,1,1,2,1,3
2019,2019,white,7,2,2,2,4,0
2020,2020,white,7,2,2,2,4,0
2021,2021,white,7,1,1,2,1,3
2022,2022,white,8,1,1,1,1,3
2023,2023,white,8,1,1,1,1,3
2024,2024,white,5,1,1,3,3,1
2025,2025,white,5,2,2,1,1,3
2026,2026,white,7,2,2,2,4,0
2027,2027,white,6,0,1,1,1,3
2028,2028,white,7,1,1,2,1,3
2029,2029,white,5,2,2,4,3,1
2030,2030,white,7,1,1,2,2,2
2031,2031,white,7,1,1,2,2,2
2032,2032,white,7,1,1,2,1,3
2033,2033,white,5,2,2,4,3,1
2034,2034,white,5,2,2,4,3,1
2035,2035,white,7,1,1,3,3,1
2036,2036,white,8,1,2,2,1,3
2037,2037,white,7,1,1,3,3,1
2038,2038,white,6,1,1,2,0,4
2039,2039,white,6,1,1,2,0,4
2040,2040,white,7,1,1,2,2,2
2041,2041,white,8,2,1,3,4,0
2042,2042,white,7,1,1,3,4,0
2043,2043,white,6,1,1,2,1,3
2044,2044,white,6,0,1,1,1,3
2045,2045,white,3,3,3,3,2,2
2046,2046,white,5,1,1,1,1,3
2047,2047,white,7,1,1,2,2,2
2048,2048,white,9,1,1,2,0,4
2049,2049,white,8,1,1,2,1,3
2050,2050,white,7,1,1,2,2,2
2051,2051,white,6,2,2,3,2,2
2052,2052,white,6,1,1,3,1,3
2053,2053,white,6,1,1,3,1,3
2054,2054,white,6,1,1,2,3,1
2055,2055,white,7,0,1,1,1,3
2056,2056,white,6,1,1,2,1,3
2057,2057,white,7,1,1,2,1,3
2058,2058,white,6,1,1,2,1,3
2059,2059,white,7,1,1,2,1,3
2060,2060,white,7,0,0,0,1,3
2061,2061,white,5,0,0,2,2,2
2062,2062,white,7,1,1,2,0,4
2063,2063,white,7,0,0,0,1,3
2064,2064,white,6,0,0,2,1,3
2065,2065,white,6,1,1,2,2,2
2066,2066,white,6,1,1,1,1,3
2067,2067,white,6,1,1,1,1,3
2068,2068,white,6,1,1,2,2,2
2069,2069,white,7,1,1,2,2,2
2070,2070,white,6,1,2,1,3,1
2071,2071,white,5,1,1,3,3,1
2072,2072,white,6,0,1,2,2,2
2073,2073,white,8,1,1,2,2,2
2074,2074,white,4,2,2,3,1,3
2075,2075,white,4,2,2,3,1,3
2076,2076,white,8,1,1,2,1,3
2077,2077,white,4,1,2,2,3,1
2078,2078,white,5,1,1,2,3,1
2079,2079,white,5,0,1,1,2,2
2080,2080,white,5,0,1,0,2,2
2081,2081,white,5,0,1,0,2,2
2082,2082,white,4,1,2,1,2,2
2083,2083,white,7,1,1,3,2,2
2084,2084,white,6,1,1,2,1,3
2085,2085,white,6,1,1,2,1,3
2086,2086,white,7,2,2,3,1,3
2087,2087,white,7,1,1,2,2,2
2088,2088,white,6,1,1,2,3,1
2089,2089,white,8,2,2,3,1,3
2090,2090,white,5,0,1,1,2,2
2091,2091,white,7,1,1,2,2,2
2092,2092,white,5,1,1,2,3,1
2093,2093,white,7,2,1,4,1,3
2094,2094,white,5,1,1,3,3,1
2095,2095,white,6,1,1,2,3,1
2096,2096,white,5,0,1,2,2,2
2097,2097,white,5,1,1,3,3,1
2098,2098,white,5,1,1,3,3,1
2099,2099,white,5,1,1,2,1,3
2100,2100,white,6,1,1,2,2,2
2101,2101,white,7,1,1,2,3,1
2102,2102,white,5,0,1,2,2,2
2103,2103,white,6,1,1,3,3,1
2104,2104,white,7,0,0,0,1,3
2105,2105,white,7,1,1,2,1,3
2106,2106,white,7,1,1,2,3,1
2107,2107,white,7,1,1,1,2,2
2108,2108,white,5,2,2,2,1,3
2109,2109,white,4,1,1,1,2,2
2110,2110,white,5,1,1,2,1,3
2111,2111,white,5,1,1,1,2,2
2112,2112,white,6,1,1,2,3,1
2113,2113,white,6,1,1,2,1,3
2114,2114,white,5,2,2,2,1,3
2115,2115,white,6,1,1,2,3,1
2116,2116,white,5,1,1,1,2,2
2117,2117,white,5,1,1,1,2,2
2118,2118,white,7,1,1,2,1,3
2119,2119,white,7,1,1,2,1,3
2120,2120,white,6,1,1,2,4,0
2121,2121,white,6,1,1,2,4,0
2122,2122,white,7,1,2,2,1,3
2123,2123,white,6,1,1,2,4,0
2124,2124,white,6,0,1,1,1,3
2125,2125,white,6,0,1,1,3,1
2126,2126,white,5,2,2,3,1,3
2127,2127,white,6,1,1,2,2,2
2128,2128,white,6,1,1,2,4,0
2129,2129,white,7,1,1,2,1,3
2130,2130,white,7,0,0,0,0,4
2131,2131,white,6,1,1,2,4,0
2132,2132,white,7,1,1,2,1,3
2133,2133,white,6,1,1,2,1,3
2134,2134,white,5,1,1,1,2,2
2135,2135,white,6,1,1,2,2,2
2136,2136,white,5,1,1,2,3,1
2137,2137,white,7,1,1,2,2,2
2138,2138,white,7,1,1,2,2,2
2139,2139,white,6,0,0,1,0,4
2140,2140,white,6,0,0,2,1,3
2141,2141,white,5,1,1,2,1,3
2142,2142,white,6,0,1,1,1,3
2143,2143,white,6,1,1,2,2,2
2144,2144,white,6,1,1,2,2,2
2145,2145,white,5,1,1,2,1,3
2146,2146,white,7,1,1,2,1,3
2147,2147,white,6,2,2,3,2,2
2148,2148,white,4,2,2,3,1,3
2149,2149,white,5,1,1,2,3,1
2150,2150,white,4,1,1,0,1,3
2151,2151,white,6,2,2,2,2,2
2152,2152,white,6,1,2,2,1,3
2153,2153,white,5,1,1,2,1,3
2154,2154,white,6,0,1,1,3,1
2155,2155,white,6,1,2,2,4,0
2156,2156,white,7,1,2,2,2,2
2157,2157,white,5,1,1,3,2,2
2158,2158,white,6,1,1,3,2,2
2159,2159,white,7,1,1,2,1,3
2160,2160,white,6,0,0,1,1,3
2161,2161,white,6,1,1,1,1,3
2162,2162,white,6,0,0,1,1,3
2163,2163,white,7,1,1,2,1,3
2164,2164,white,6,2,2,3,1,3
2165,2165,white,6,1,1,3,1,3
2166,2166,white,7,1,1,3,1,3
2167,2167,white,6,2,2,3,1,3
2168,2168,white,5,1,1,4,3,1
2169,2169,white,5,0,1,1,3,1
2170,2170,white,5,1,1,1,1,3
2171,2171,white,5,1,1,4,3,1
2172,2172,white,6,1,1,3,1,3
2173,2173,white,6,1,1,3,1,3
2174,2174,white,6,1,2,1,2,2
2175,2175,white,7,2,2,3,1,3
2176,2176,white,7,2,2,3,1,3
2177,2177,white,8,1,1,2,2,2
2178,2178,white,6,1,2,3,2,2
2179,2179,white,6,1,1,3,2,2
2180,2180,white,6,1,1,3,1,3
2181,2181,white,4,1,2,0,2,2
2182,2182,white,7,1,1,2,1,3
2183,2183,white,4,1,1,3,3,1
2184,2184,white,6,1,1,3,1,3
2185,2185,white,6,1,1,2,2,2
2186,2186,white,6,1,1,2,2,2
2187,2187,white,6,1,1,2,2,2
2188,2188,white,6,2,2,3,1,3
2189,2189,white,5,1,1,2,1,3
2190,2190,white,5,1,1,1,2,2
2191,2191,white,7,1,1,2,2,2
2192,2192,white,5,1,1,2,1,3
